designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,bp_g,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 598694977656708224,598694977656708224,132.82324495427613,11.32104457462136,1.3918408317044155,-8.995875091225589,-2.1225433182422977,1.0009875,20.439718,1.6622677,0.7194214,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695007721506432,598695007721506432,132.79455651589632,11.317110909195504,1.1369567096257727,-11.086530710700039,-2.906036538699799,0.9332137,17.255587,1.7298908,0.8291874,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4325.351,4.5296,0.0244,958.1476,0.6383,0.4662,0.2492
Gaia DR3 598695042081246848,598695042081246848,132.7991974061322,11.335714491248032,0.40801486714289686,-1.006746285037853,-6.821384267554054,1.0258673,18.908665,0.7972069,0.369421,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5677.4053,4.741,-1.6629,3997.259,0.0024,0.002,0.0011
Gaia DR3 598695523122046464,598695523122046464,132.9053575179185,11.322769019588545,1.4014356886922734,-2.3328953692961436,-0.3974161621858171,0.97317,19.762663,2.1625175,1.1257076,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695591837239680,598695591837239680,132.89330324432612,11.333561298935457,1.1617089145300823,-0.10150579205640897,-0.010290863898554967,1.0679108,19.65803,1.6342583,0.69397545,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695596133329664,598695596133329664,132.8884242782535,11.325769360971604,,,,,21.316372,1.5950089,-1.230236,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695694916018816,598695694916018816,132.913386328557,11.31984853572705,0.80281595895363,-4.37499451336499,6.549933896044007,0.92032135,13.846713,0.6359329,0.24155712,28.28361,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6521.0024,4.2039,-0.7365,1121.472,0.1596,0.1392,0.0755
Gaia DR3 598695699211075072,598695699211075072,132.92176291704357,11.319887709857996,,,,,21.143526,1.0968456,-0.142519,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695699211194368,598695699211194368,132.91823922268063,11.319405266559784,0.5037159107865922,1.838837191100152,-1.1618511105124971,0.9251845,16.65204,0.76783943,0.29784203,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5776.0063,4.676,-0.836,1652.6918,0.0024,0.002,0.0011
Gaia DR3 598695699211194880,598695699211194880,132.91593385025095,11.319515509915655,0.40413380974158924,-3.385489659000414,-3.4448961679939916,0.9889954,14.700944,1.0735044,0.4540863,95.6637,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5304.4355,3.6843,-0.1406,1952.3369,0.3333,0.2702,0.1444
Gaia DR3 598695699211478784,598695699211478784,132.9268596045022,11.325639585771636,,,,,21.099483,1.2129879,0.22990799,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695729277432448,598695729277432448,132.93507845086546,11.333251848816056,2.0347783690649863,0.9429593422382887,-5.050821613313993,0.95223624,20.809517,2.080656,0.838398,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695763635752448,598695763635752448,132.95089725006073,11.332748108722118,1.2209808887849238,-10.990018663875567,-2.8019243641212332,0.93287724,15.412397,1.0539656,0.4438486,,VARIABLE,0,true,false,false,true,false,true,true,5073.3755,4.4955,-0.1572,873.2067,0.0773,0.0622,0.033
Gaia DR3 598695767931051776,598695767931051776,132.95963557261513,11.335916091389876,,,,,21.549398,1.7887554,-0.5873089,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695832355229568,598695832355229568,132.95227406304593,11.339565944610056,1.570168755908445,-2.9108884035991065,-1.3907763001679743,1.0036908,19.514935,2.3810844,1.1690712,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598695871009878272,598695871009878272,132.95682690879866,11.340362856396437,0.6415225442643065,-3.5942589601641846,1.623070293298121,0.9986864,15.559451,0.8080597,0.32101727,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5641.387,4.4715,-0.6695,1241.2532,0.0022,0.0019,0.001
Gaia DR3 598695939729108736,598695939729108736,132.92137965437124,11.346398155660122,,,,,20.590195,2.0794792,0.77313995,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696004153921920,598696004153921920,132.9078329335397,11.345907120008857,0.3089746993723413,-1.4812002536924382,-12.437508092799822,1.0194324,18.873524,0.88703156,0.35261536,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5412.04,4.7733,-2.781,3200.2554,0.0051,0.0042,0.0023
Gaia DR3 598696008448836992,598696008448836992,132.9187629529794,11.352030942977308,0.5649267153934292,-8.657880900586344,0.013196647370624641,1.0094326,20.181393,2.2488556,1.115736,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696042808572416,598696042808572416,132.9318836133133,11.354227941921348,0.16065675110164307,-1.185617080578411,-2.74067286094713,1.0006924,19.905783,1.5164032,0.6587391,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696042808574976,598696042808574976,132.92524640303216,11.348077273814532,0.27312735835126467,-5.760508258266557,-3.972894130168517,1.0609975,15.906367,0.7655163,0.3012228,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5800.8086,3.8697,-0.721,3136.5078,0.0351,0.0297,0.0161
Gaia DR3 598696072873578880,598696072873578880,132.9552236501677,11.358011058615366,1.5342888243786368,-17.490770664350343,-15.397827249341791,1.0402849,19.85625,2.38455,1.2547798,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696077168307968,598696077168307968,132.94448609465178,11.365817858559609,0.28161396637900066,-0.4493017815068269,-3.5375552247507085,0.9796521,17.101488,0.9264507,0.38059044,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5256.471,4.6398,-0.9207,1571.1211,0.0037,0.003,0.0016
Gaia DR3 598696077168308992,598696077168308992,132.9465271987239,11.353876287338228,1.2375171425899754,-10.848253076540656,-3.1243899072431667,1.0019814,17.412605,2.0441341,1.0393848,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3905.0098,4.6936,-0.0056,591.7365,0.6192,0.434,0.2433
Gaia DR3 598696077169211904,598696077169211904,132.93896782686318,11.356321014209561,,,,,21.976078,1.5441952,-1.2687969,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696107233137280,598696107233137280,132.92159688476065,11.35365548207382,1.5008410476732907,10.366249214376705,-3.9183265805336553,1.058278,18.18456,2.1028252,1.0782814,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3648.0063,4.8962,-0.5853,487.2074,0.3863,0.2654,0.1543
Gaia DR3 598696107233137920,598696107233137920,132.91781943324006,11.356187999623915,0.9534829795609596,-11.248297927345629,-3.03367183451816,1.0178543,18.447086,2.1389942,1.087513,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3556.4333,4.4868,-1.0959,589.4038,0.4008,0.2741,0.1587
Gaia DR3 598696107233138304,598696107233138304,132.9144914997667,11.358691775374702,1.8741346036701707,-8.33340958558303,-49.50108137463662,0.99314207,15.531021,1.39287,0.62974167,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4379.472,4.4371,-0.2093,646.6779,0.0627,0.0475,0.0251
Gaia DR3 598696145887786368,598696145887786368,132.92985954517087,11.36988592516581,0.9763747240990811,19.345151626360398,-50.167025498845206,1.0332215,17.270866,1.4713745,0.67787933,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4285.494,4.6731,-0.2895,911.9543,0.0399,0.0298,0.0158
Gaia DR3 598696210312350208,598696210312350208,132.86332464676607,11.320699867046024,5.8431219387074105,-27.897312896582307,-52.72565809198946,1.0148635,16.577032,2.7524328,1.5436916,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3422.023,4.8188,0.037,181.584,0.8841,0.5673,0.369
Gaia DR3 598696210312529152,598696210312529152,132.85964543441222,11.318939838301027,-1.7361767617897184,-7.627303650581739,-1.0016688275481067,0.8936853,20.792974,1.7975864,0.41957283,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696244672089216,598696244672089216,132.83742479245836,11.323281925163565,0.910584664532418,-1.6339156127453358,-13.52223600692433,1.0481516,16.11172,1.0315399,0.4318657,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5118.281,4.6236,-0.4544,983.9188,0.0435,0.0351,0.0187
Gaia DR3 598696248967024128,598696248967024128,132.8425081667039,11.317948642099848,0.09578182092604176,-1.090324758331809,-0.24652074457048748,0.9487022,18.891567,0.5501785,0.21175957,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,6378.8037,4.597,-1.4024,6465.9023,0.0026,0.0023,0.0012
Gaia DR3 598696347751484544,598696347751484544,132.8830453455626,11.34553115434976,0.6830035704201336,-0.18357615065977384,-4.001956128273742,1.0939871,20.736805,1.3492222,0.35202408,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696347752562304,598696347752562304,132.87467707414706,11.337232427817387,2.8367394644984847,-27.1270464751587,-22.5415095840432,1.9786354,14.809634,1.6481256,0.757082,43.420372,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4200.593,4.4623,0.0468,353.5996,0.3293,0.2417,0.1292
Gaia DR3 598696347752606976,598696347752606976,132.88952831584396,11.338647330572103,0.4824598701228892,-5.149899574637162,-5.021741419150197,0.96999824,18.032825,1.1292763,0.26797676,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4630.008,4.8738,-1.6475,1127.8909,0.0479,0.0375,0.0203
Gaia DR3 598696347755726592,598696347755726592,132.88380637432604,11.339022942478833,0.8282183929548245,-3.7895015758605886,2.731942288845528,0.867519,20.360023,1.5706558,0.584322,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696352046226560,598696352046226560,132.88767435828663,11.338411857813488,0.5334004190591883,2.1788094389495507,-3.1373675274782213,1.1069269,11.551833,1.1530886,0.49621487,38.174065,NOT_AVAILABLE,0,true,true,true,false,false,false,true,4973.326,2.6229,-0.2707,1667.0509,0.2183,0.1735,0.092
Gaia DR3 598696352046227840,598696352046227840,132.87525918989115,11.337247211277456,2.5693027219392075,-27.16422093969134,-21.964790801120166,1.3289077,14.702522,1.3956089,0.59912395,47.504826,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4465.2163,4.5429,-0.0648,390.1485,0.1443,0.1098,0.0578
Gaia DR3 598696420765518976,598696420765518976,132.86370559698503,11.34358658424945,,,,,21.164486,-0.56235504,-1.5151863,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696455125371904,598696455125371904,132.82095633148617,11.330539740074373,,,,,21.006432,0.53764534,-0.13494873,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696489485191040,598696489485191040,132.8356469816913,11.344263858253235,0.9367537649485732,-1.9315254524058327,-7.921523034120847,1.0356272,18.736214,2.3285866,1.2759323,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3375.8323,4.6088,-1.1344,454.374,0.0433,0.029,0.0174
Gaia DR3 598696553909914880,598696553909914880,132.8184191171379,11.346101788759464,2.5301257654046445,0.4544031944554432,1.0337202734210433,0.8964257,20.84946,0.57753754,0.1982441,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696588273844480,598696588273844480,132.85632317833543,11.34751370309766,1.619140807549624,9.350393949614327,-10.528647900762888,1.6911334,20.439037,2.4866352,0.6700249,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696622629392256,598696622629392256,132.8521332619781,11.3548220053534,2.945898538901597,-1.766981937446627,6.344594600869359,1.0414014,20.778814,1.3298855,0.1901741,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696626924138752,598696626924138752,132.84855233890966,11.358956198935797,1.2364060280518292,-9.362050937626076,-3.351464847839704,0.971483,14.777016,0.95653915,0.39644337,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5357.9414,4.5553,-0.1703,689.6823,0.0059,0.0048,0.0025
Gaia DR3 598696661284127360,598696661284127360,132.84537779956068,11.356972934175742,-0.01365696579069687,2.463557076395539,-6.048634197604105,1.0222995,19.176146,0.9245491,0.37353134,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696695643584000,598696695643584000,132.8460379800267,11.369140996240574,0.7439145750812078,-5.957332434162215,-3.4553397739106613,3.9233537,16.801971,1.0349903,0.38235474,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5100.0996,4.6234,-0.8604,1220.4056,0.0964,0.0782,0.0422
Gaia DR3 598696725712871424,598696725712871424,132.89482007374286,11.354138322923177,,,,,20.946823,1.5153732,0.8599186,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696760068166656,598696760068166656,132.9054461380501,11.354715232031596,0.8224275837856907,-1.6492334473157417,-3.934756992064004,0.9222293,18.775753,1.6394558,0.8014488,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3995.177,5.0444,-1.4957,705.06,0.0039,0.0028,0.0015
Gaia DR3 598696760068346112,598696760068346112,132.91109151330613,11.357490876934005,1.6013470246764052,-2.118921110053316,-8.426952930696162,1.0228909,20.640236,1.5328102,0.506691,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696760069485696,598696760069485696,132.89716830257646,11.356470485783595,,,,,21.027737,1.6005268,0.53201866,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696794432318208,598696794432318208,132.87967513578408,11.357090150740783,,,,,20.802872,1.9730816,0.71902275,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696833082561280,598696833082561280,132.88667769756142,11.364161849013014,2.312003174843448,-10.074449633569436,-3.1240042409437283,1.0965382,19.362549,2.4620056,1.3362865,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696863148730112,598696863148730112,132.90739665890146,11.368806584919083,0.7871129753232853,-7.115604742578006,-1.2443299704883302,1.1249467,20.755829,1.66815,0.58413696,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696863148748416,598696863148748416,132.9147348365107,11.361154237922122,1.62203003757554,-0.7442239236426261,-2.4021144716836536,1.1014259,20.772722,1.2479401,0.2604866,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598696897507300992,598696897507300992,132.92088606232625,11.376155351190135,,,,,20.850103,2.0787544,0.9271927,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697034950478720,598697034950478720,132.87528081358315,11.377632780704342,1.939603581141316,7.535703393635799,-11.574269393521885,0.94331646,19.673689,2.4090004,1.2339973,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697069306086272,598697069306086272,132.860251261655,11.370911222410069,2.230533350614271,-26.643275699731056,-0.0893389045872612,1.0676999,20.6578,1.8007183,0.5941906,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697073600705920,598697073600705920,132.86339510891486,11.378408776930922,2.0067333544476327,13.58440802842627,-17.04590215507232,1.2564775,15.89754,1.5045366,0.6661234,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4420.373,4.7008,-0.3748,459.6895,0.3667,0.2763,0.1468
Gaia DR3 598697103669936512,598697103669936512,132.86567826363628,11.387268705143631,0.7576709937307479,-11.041270295555382,-2.912705362914366,1.0244944,19.959932,2.1202908,1.0273743,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697107960444032,598697107960444032,132.87669944798364,11.384137148186845,0.5412381670728532,-3.299855862827985,2.385476091027717,0.92266846,17.995033,1.2317562,0.55125046,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4591.581,4.7039,-0.4785,1576.6838,0.0068,0.0052,0.0028
Gaia DR3 598697107960444160,598697107960444160,132.86973476641884,11.382907206696707,0.35906406634396854,-1.5140743551708686,-0.056986186687370356,0.9897813,19.457767,0.6190567,0.32033348,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697107960959488,598697107960959488,132.86924134552262,11.388964970015788,,,,,21.100044,1.4050217,0.37648964,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697138025496576,598697138025496576,132.89362510399852,11.385232142006124,,,,,21.017756,0.36800003,-0.16616249,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697142319951488,598697142319951488,132.8960708731821,11.38648585598808,-1.1614889284544492,0.34983813152542526,-1.1656088374546854,0.98932207,20.686424,0.86880684,0.34147072,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697142320182144,598697142320182144,132.8895678346627,11.395201985125322,0.9965951524238206,0.3444601945444749,-2.0843783829414493,1.0736212,19.086405,2.3463058,1.272356,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697142320464384,598697142320464384,132.8908331098342,11.380828708219632,1.1740150483126517,-11.20109087905628,-2.7015053797169237,0.9060607,12.609519,0.7245474,0.283679,34.187515,NOT_AVAILABLE,0,true,true,true,false,false,true,true,6036.8564,4.0288,-0.1762,811.4766,0.0584,0.0498,0.0268
Gaia DR3 598697211039659008,598697211039659008,132.87735776930646,11.402507369896984,2.767237722549639,12.714254081976277,-4.451472305034634,0.94761735,17.628382,2.2272835,1.1624603,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3604.2559,4.9238,-0.5479,326.4438,0.5457,0.3704,0.2185
Gaia DR3 598697241104505856,598697241104505856,132.89104668004492,11.400505396052125,-0.6537391024079409,-7.148621816390577,-2.518579737910195,1.0137217,19.971691,1.6025734,0.7264595,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598697241104685440,598697241104685440,132.89103688334964,11.410866991336365,-2.3936482959181533,0.6026050583610222,-10.832650031639561,1.0773045,20.607773,1.3043747,0.48906517,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598890725086757376,598890725086757376,132.70243212024246,11.554801906085341,,,,,21.643305,1.8677845,-0.8673973,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598908278619595136,598908278619595136,132.54826814217478,11.70286761053428,,,,,21.130077,1.1679916,0.1320095,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598882508813697280,598882508813697280,132.71398048712186,11.337704222101323,1.8463403401207223,16.924126012944786,-73.24629655578599,0.9803263,18.243286,1.9350986,0.9765625,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3517.4849,4.5567,-1.4523,425.1208,0.0038,0.0027,0.0014
Gaia DR3 598882577533298688,598882577533298688,132.77348351625858,11.321567826347247,0.5853374485258745,-0.45079912439626335,-4.984948898012463,1.0601407,20.442833,0.5701332,0.0569458,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598882616188031488,598882616188031488,132.74900005247167,11.324885266845241,0.6868823339261566,-4.261947645276509,-6.581144319886267,0.9524103,17.549856,1.1901073,0.521965,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4745.3535,4.5179,-0.3598,1862.1208,0.0099,0.0077,0.0041
Gaia DR3 598882646252648960,598882646252648960,132.75813992458814,11.332819302020283,0.4700299041741691,-1.2633059642837976,-3.4750908210948874,1.0432074,19.766472,2.0068703,0.957098,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598882646252650112,598882646252650112,132.76013180385652,11.336221613975207,0.24637268872014625,-0.7078235661757875,-2.755689006726376,1.0051248,17.711672,1.0583763,0.44849777,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4944.727,4.6629,-0.5569,1790.1312,0.01,0.008,0.0043
Gaia DR3 598882650547768064,598882650547768064,132.75800394395853,11.336342739808975,1.4400617030416398,5.3837097603765525,-5.929522367674816,1.0241197,20.030733,1.9410553,0.93808174,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598882680612384896,598882680612384896,132.78655862171323,11.327510820625333,3.272016495617874,-24.212748806695437,-12.850958755307131,1.0357916,17.558172,2.7434273,1.5377522,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 598882787986717056,598882787986717056,132.77984345376734,11.35544840381863,0.737122333430477,1.8940740013293969,0.36395959815146056,1.8025912,19.941877,1.3654175,-0.7287159,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598882822346462848,598882822346462848,132.73635545239478,11.331943448337908,0.07840503925647029,0.5502055785321097,-3.3329472254112167,1.3451207,17.406439,1.2789955,0.5359669,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4464.704,4.4302,-0.6843,1602.7946,0.0081,0.0062,0.0033
Gaia DR3 598882852411079936,598882852411079936,132.7457276665497,11.335522793567264,1.3067493086131787,-0.9796894871009102,-4.868660412162952,1.0115242,19.507204,1.8148594,0.94210434,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598882852411209088,598882852411209088,132.75235158240727,11.344367182927337,2.540563034346338,-32.245415516929384,-13.640596909562914,1.0000633,19.627766,2.9467564,1.6412964,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883024212084096,598883024212084096,132.75153426090455,11.356579223240988,-1.3504593549931994,-4.655967840358923,-1.4386960696415108,1.1226732,20.841095,1.674923,0.509964,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883264727942144,598883264727942144,132.6991811041948,11.340580492199184,0.22140980805084978,-2.5695727851158736,-7.727820852746924,1.0854164,19.152218,0.7937107,0.35728836,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883264730219264,598883264730219264,132.70635445311288,11.339250911553902,-2.933601417467885,-10.365629532490352,-7.169859721381952,1.0151175,20.844408,1.7429829,0.41628647,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883269023064576,598883269023064576,132.70856345512757,11.340326605500723,0.15091064973119053,21.38707921423492,-17.181759741185463,0.96600085,19.119541,1.5034313,0.67608833,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883337742544128,598883337742544128,132.69272093080835,11.33983243026117,1.126998624856429,-11.04118893028686,-2.90416227511451,1.1974393,14.998468,0.9905901,0.39423943,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5270.3296,4.4586,-0.1465,842.336,0.0907,0.074,0.0394
Gaia DR3 598883543900974720,598883543900974720,132.67755633329725,11.359338677405026,2.6378870045910805,-15.78928691623488,-27.847185140702365,1.0341907,18.877808,2.7269306,1.5228634,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3218.6323,4.8912,-0.4244,306.8028,0.5196,0.3262,0.2186
Gaia DR3 598883543901195392,598883543901195392,132.68498430062132,11.364317612184701,,,,,21.613106,2.101181,-0.19054031,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883543901195520,598883543901195520,132.68146438965985,11.35079047381184,,,,,21.644436,1.3492012,-0.9490757,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883543902092416,598883543902092416,132.6828063041856,11.362741111175374,0.12123971285968127,0.6946786056065396,-3.9838240142360632,1.0293827,19.998146,0.749506,0.36936188,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883612620451200,598883612620451200,132.673171242448,11.37100451880202,0.41046295409715733,-1.2509545116423797,2.0960590181892202,1.0420656,15.10749,0.6503229,0.24657822,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6421.722,4.1534,-0.5462,1980.9122,0.1246,0.1082,0.0587
Gaia DR3 598883612620451968,598883612620451968,132.66795199435103,11.368662645334775,0.7369835554161069,1.4751571308272347,-2.224137965414224,0.97693324,19.306871,1.4573174,0.7009201,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883642685066368,598883642685066368,132.71458297385024,11.344366613383613,0.850276120394173,-10.95966702917347,-2.8821884300328815,0.98787355,18.973618,2.129551,1.05093,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3337.152,4.6144,-1.1605,443.0297,0.0127,0.0084,0.0051
Gaia DR3 598883642685192192,598883642685192192,132.72156856609178,11.348993373152481,1.4880484582670797,10.655610375384509,-29.849767160493958,1.0615418,20.64655,1.4182816,0.49328995,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883677044967040,598883677044967040,132.7225682028446,11.352467003741923,-0.35655405432810117,-1.6897247931814645,-2.1371303313263867,1.016254,19.72841,1.0415916,0.34558296,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883677047097088,598883677047097088,132.72846786716445,11.352231304519663,0.30712668458455167,-0.5330077706445585,-1.8002627506867157,1.0045959,20.345062,1.8667526,0.7754631,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883677049418112,598883677049418112,132.72961210513287,11.352966712111844,1.2534462679972271,0.8158571305228236,-3.1200897011399507,1.0029179,20.41362,1.1197605,0.49759674,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883681339921280,598883681339921280,132.72342945393896,11.361069783111352,0.22327719198211743,-0.577337659720533,0.026919470052991643,1.03985,18.940226,0.81445503,0.3094101,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5674.271,4.7356,-1.5592,4026.629,0.0031,0.0026,0.0014
Gaia DR3 598883681339922688,598883681339922688,132.7210130566961,11.353400195149515,0.4315726852252626,-2.111278464639497,3.975802048390589,1.0880276,16.190016,0.83434963,0.32936668,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5605.2534,4.5497,-0.5767,1402.6306,0.0195,0.0163,0.0088
Gaia DR3 598883750059399808,598883750059399808,132.7087046699806,11.368701498995717,0.3303463805184796,1.6409064657883523,-5.006770357656411,1.0512956,17.306849,0.8216057,0.33672333,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5604.0073,4.5843,-0.5903,2319.5674,0.0076,0.0064,0.0034
Gaia DR3 598883780124148864,598883780124148864,132.73900338055694,11.373349189674522,0.16710324950643693,-2.913905050239597,-8.599270173884559,1.0953798,19.95376,1.8137798,0.9050846,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 598883784419133952,598883784419133952,132.73962679875086,11.367280276280754,0.3275866682776007,1.7977061402038208,-4.671634453949765,0.9707917,18.05779,1.1144848,0.48184776,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4834.0605,4.8115,-1.485,1489.4121,0.0221,0.0176,0.0095
