designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,bp_g,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 604711913305981952,604711913305981952,133.23055247806764,11.610587482918037,2.158068649573507,-10.038852298353241,-2.5886735784973487,0.9404695,19.678793,2.260723,1.1272583,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604711917600946560,604711917600946560,133.2269719922536,11.609015987131414,,,,,21.076063,1.2546043,-0.048034668,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604711947665720064,604711947665720064,133.2018593854402,11.60712335457751,4.0420144326236525,-8.050790628285284,-28.896011327000323,0.98697996,17.601553,2.6431293,1.4561577,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3432.145,4.883,-0.1941,259.5031,0.8647,0.5601,0.3556
Gaia DR3 604711951960461056,604711951960461056,133.21235311297272,11.604128752784424,0.8262049292077145,-0.37444140610271576,-2.471714659762819,1.0339968,19.245567,1.8088207,0.88513565,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604711951960804992,604711951960804992,133.20294931181368,11.603168858723226,,,,,21.419203,2.5892487,0.76739883,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604711982025458944,604711982025458944,133.22659475592613,11.613811261806179,0.18651786479776497,-3.1488342938919143,-6.491661269110064,1.0102589,19.583744,1.5296535,0.65434265,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604711982026152064,604711982026152064,133.220966479367,11.610376028007103,,,,,21.187307,1.2365799,0.07606697,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712016385198592,604712016385198592,133.2402895577823,11.62211699726261,1.8433291673509138,16.626161179332637,-5.731842949930922,0.93943065,18.896223,2.3970337,1.2170067,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3261.2446,5.0872,-0.887,285.9542,0.0719,0.0463,0.0296
Gaia DR3 604712016385326720,604712016385326720,133.24455035557844,11.612875714180278,0.5032685162018478,-1.5657416752824553,-0.37575791595397834,1.0662689,20.42706,1.7059879,0.5553932,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712050745065600,604712050745065600,133.26015219091144,11.622874751716378,1.3453575339894084,0.033317388342330445,3.056858044960924,1.0674651,20.432825,1.8987751,0.74150085,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712055039561856,604712055039561856,133.25563371753987,11.623125089511124,,,,,21.220459,-1.2089195,-0.020334244,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712089399413632,604712089399413632,133.2369274202692,11.620732696298306,1.083356725823082,-11.321969127447389,-2.7319599696345707,0.98164237,18.615496,2.2963104,1.1916924,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3317.4575,4.4245,-0.4787,680.113,0.1357,0.0895,0.0551
Gaia DR3 604712119465138688,604712119465138688,133.2413054838783,11.62994107684325,,,,,20.91501,0.7732372,-0.024341583,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712158118403200,604712158118403200,133.28965829880048,11.61164755992983,2.2528041316566947,0.36385446076000044,-0.9432598265675771,1.0744674,20.241524,2.0475998,0.9751415,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712158118972928,604712158118972928,133.28863412874165,11.618910158400846,0.5488554181743747,-1.9077300588637667,-1.6896454402892966,0.9310886,14.789231,0.6967869,0.26750088,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6111.0474,4.2344,-0.4067,1549.8333,0.0463,0.0397,0.0215
Gaia DR3 604712158118974080,604712158118974080,133.2840537867722,11.612214220121187,1.8625455389656487,-10.996392336595553,-2.9136435016630697,8.919611,13.350185,0.81017303,0.31051636,32.81043,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5682.0264,4.5016,-0.3226,438.0879,0.0111,0.0093,0.005
Gaia DR3 604712188183890304,604712188183890304,133.30193520635382,11.621063437548958,1.138505102479786,-10.826008002783036,-2.814559683925399,0.9903746,17.235138,1.7066383,0.82934,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4399.169,4.5997,0.4648,958.3202,0.6893,0.5069,0.2684
Gaia DR3 604712188183890816,604712188183890816,133.29525877521297,11.626537294569268,-0.24993191061894451,-0.06453610417314037,-6.663751976899755,1.007883,20.18004,0.9792843,0.50406456,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712222543629568,604712222543629568,133.27449056250992,11.629507220595466,0.37264441312808116,-1.278229903014786,-7.275074025355436,1.0058024,17.936789,0.9212475,0.37200165,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5343.9087,4.6795,-0.8416,2397.063,0.0074,0.0061,0.0033
Gaia DR3 604712291262398464,604712291262398464,133.31233777981035,11.628937287547723,0.5159633949560654,1.4059246883775827,-2.7979947665892313,0.9982243,15.524864,0.7625599,0.29551315,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5848.687,3.7425,-0.6315,3377.7808,0.0507,0.043,0.0233
Gaia DR3 604712325622468096,604712325622468096,133.3148198992718,11.647356745159843,-4.410544767547454,-3.9951676333703494,-2.4570077404891855,1.0403496,20.742334,1.1622734,0.31497955,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712329917579264,604712329917579264,133.30980505666534,11.644921800706804,0.3263336770923849,0.049891840192359274,1.0447887787441186,0.9813552,15.55603,0.62152195,0.23318481,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6595.464,4.1793,-0.9589,2337.8127,0.156,0.1365,0.0741
Gaia DR3 604712364277317760,604712364277317760,133.30699655984208,11.643170418539922,1.871557053704074,-1.5555706288833542,-0.8156164575168519,0.9557421,13.0958,0.8556175,0.34553432,36.93454,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5533.854,4.3308,-0.2232,515.0588,0.0039,0.0032,0.0017
Gaia DR3 604712394341623040,604712394341623040,133.29941696844296,11.654637931810058,0.9459645326254538,0.9176313274614734,-7.208936392539352,0.98070353,17.929308,1.8853436,0.9349289,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4095.9534,4.6893,-0.0051,890.1127,0.6359,0.4565,0.2477
Gaia DR3 604712398638647168,604712398638647168,133.30650797318125,11.658555669334277,1.466361079253303,0.12502867998001016,-1.2250826640331565,1.0559071,20.325766,0.74839973,0.24457741,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712432996796160,604712432996796160,133.26540926375958,11.631420471990165,1.759772841690148,5.348293553050871,-20.86482150759385,0.9701649,15.773722,1.4301405,0.65275574,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4467.1875,4.5724,0.2095,616.1459,0.1981,0.15,0.0787
Gaia DR3 604712467355942400,604712467355942400,133.2799957333483,11.64146043347013,1.1130583685500002,12.557326857765638,-15.791698908936786,1.0376079,19.223595,2.413395,1.2945805,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712501716273024,604712501716273024,133.25030737741005,11.64256369196828,0.5732873727371761,-2.404600703359262,-7.051379559333712,0.9823463,15.833749,0.8725853,0.35437298,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5548.614,4.5115,-0.3452,1238.8488,0.0614,0.051,0.0274
Gaia DR3 604712531781085824,604712531781085824,133.2659265468559,11.646797659367747,0.5915555260998727,-2.2186277056909915,-2.4584932866514917,0.93000925,15.172592,0.79749775,0.31675148,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5747.45,4.3377,-0.1636,1297.3535,0.0194,0.0162,0.0087
Gaia DR3 604712531781276928,604712531781276928,133.26925829793066,11.654981745765992,1.0415412360590777,-10.82062648099963,-2.8662415720462295,1.0421507,17.792053,1.9700241,0.998291,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3980.7385,4.6646,-0.0016,776.0245,0.6535,0.462,0.2555
Gaia DR3 604712536076011008,604712536076011008,133.2573645839663,11.65300121683642,0.41016508663288365,-8.537496971595164,-1.9938027057341055,1.0599195,19.89345,1.8445015,0.9672413,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712566140638720,604712566140638720,133.29204053179555,11.651484603814007,0.6598711817727378,-10.541281984949183,0.41344867065083357,1.0589849,19.982153,2.504156,1.2541695,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712566140639360,604712566140639360,133.2856034231306,11.653861814752934,-1.1143620647674861,-0.741807306246841,-1.6283912345698464,0.96513706,20.73647,0.67404556,0.2417965,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712600500056320,604712600500056320,133.294786276516,11.66318582245625,1.2771223378532597,-11.107691836095352,-2.9194600192300495,0.937413,18.319538,2.105835,1.0979404,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3602.9858,4.7355,-0.5639,622.6405,0.3346,0.2309,0.1306
Gaia DR3 604712634860491776,604712634860491776,133.27522945980115,11.653558689520532,,,,,20.888462,1.4167805,-1.3108559,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712639154633856,604712639154633856,133.28118270813468,11.666824449610582,0.12203021060562508,-11.242055845751366,-13.98184686670679,1.0200083,19.895002,2.4011555,1.328228,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712669219395328,604712669219395328,133.2831179459193,11.665542902846843,0.8105054727322585,-5.35668689296585,3.2772764551470996,1.2033798,12.085474,1.1602726,0.5008602,38.165737,NOT_AVAILABLE,0,true,true,true,false,false,true,true,4869.4854,2.8607,-0.2646,1161.1779,0.1381,0.1093,0.0578
Gaia DR3 604712673514829440,604712673514829440,133.28722967584915,11.677423170272444,,,,,20.857239,2.06987,0.90403175,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712673514963328,604712673514963328,133.28315035641566,11.669460441859776,,,,,20.872238,1.4026012,-1.2573013,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712703580630144,604712703580630144,133.20301924523798,11.619383737712791,-1.1630431046666825,-6.560415343811558,-2.9808654146146973,1.1405839,20.64313,1.7080326,0.6141815,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712707874705664,604712707874705664,133.19708598533182,11.61107401563631,0.6409606209714154,-0.7677203137075186,-4.803723960155503,1.0478382,20.08591,1.8316269,0.8099556,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712737939832576,604712737939832576,133.2094879722663,11.618130539901266,,,,,20.895475,0.7634163,-0.36290932,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712742234443392,604712742234443392,133.20593713801117,11.620479634784374,0.8655276735880335,5.942240966330505,-6.604259625587133,1.0125024,18.56872,1.9199486,0.9260578,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3679.9783,4.9145,-0.7469,609.2186,0.269,0.1886,0.1039
Gaia DR3 604712776594182272,604712776594182272,133.19210473026465,11.624460377394177,0.0660625674142541,-1.2015027925952215,-2.858790082275849,1.0335107,19.369572,1.1377678,0.48264694,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712776594182656,604712776594182656,133.18199934003752,11.621586093402572,1.1321454051796456,-10.916077535351324,-2.570561497931733,1.0083818,18.990894,2.4365978,1.374157,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3295.8809,4.6757,-0.7664,464.4554,0.2645,0.1748,0.1037
Gaia DR3 604712806659309824,604712806659309824,133.19905009088237,11.628566107254438,,,,,20.927027,1.3927383,0.56565094,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712841018920576,604712841018920576,133.22475659485434,11.638415323066061,-0.1705615283033098,-2.2765723663274127,-7.68746115329576,0.9865178,19.16835,1.5124359,0.70542717,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712909738526208,604712909738526208,133.20669551556043,11.649974084938579,0.6087502567744334,-8.205488195314413,6.375416043218828,0.9641335,20.06091,1.773613,0.78904724,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604712948392872576,604712948392872576,133.22439419616916,11.65875012509689,6.5173856946650455,-40.38982523906708,-6.40604940642079,1.0497696,16.61714,2.81456,1.5955544,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3365.141,4.8881,-0.1212,152.1612,0.8652,0.5523,0.3595
Gaia DR3 604712978462704896,604712978462704896,133.1792069955794,11.638827802250873,-0.03404247011930074,0.12635283643555528,-2.0238204675583717,0.949706,20.279154,0.67181015,0.29680252,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713017112350592,604713017112350592,133.1859680792709,11.64480425568899,1.1716537246727672,-11.028478188089556,-2.6069006183550414,1.0259378,16.438288,1.4018364,0.63796616,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4498.9185,4.5755,0.2642,879.0944,0.1417,0.1075,0.0563
Gaia DR3 604713051472090112,604713051472090112,133.16296452543943,11.642811146095601,2.559569146321929,-1.400274111180319,-23.905743971266226,0.986701,18.902042,2.966051,1.7012806,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3244.22,4.5665,0.0659,578.0175,0.8848,0.5462,0.3831
Gaia DR3 604713120191565312,604713120191565312,133.19707296963432,11.64790078828615,1.4196935417151717,9.596975953683234,-8.722509340672325,0.9613377,19.19572,2.1303902,1.1480827,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713120191754752,604713120191754752,133.19145798347424,11.655498149250123,,,,,21.182898,1.5749016,-0.40361977,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713154551303168,604713154551303168,133.2109542865778,11.660030965873869,1.3472881599550754,-13.112693272175889,0.42127603895945004,1.1023898,14.977662,1.1681681,0.5033045,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4771.7227,4.3386,-0.1854,806.2896,0.0454,0.0357,0.0189
Gaia DR3 604713154551303424,604713154551303424,133.21167823181054,11.655723845734894,1.5174665997896262,-12.723991497819416,-13.541337979419794,1.102447,18.544107,2.2247448,1.1429577,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3599.0479,4.3631,-0.3633,1197.6385,0.3124,0.2118,0.1283
Gaia DR3 604713154551303552,604713154551303552,133.21002854665764,11.65637813499742,2.214382666120618,0.1759366547980782,-3.039065802701112,4.045056,15.866008,1.5622702,0.6892538,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4325.8877,4.4796,-0.1459,604.1289,0.2546,0.1891,0.1007
Gaia DR3 604713188911244928,604713188911244928,133.1873365793394,11.66497019445003,-0.16114783791999146,0.4744166609601803,-1.0105623296005826,0.9784673,20.561577,0.5593548,0.08076286,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713223270780032,604713223270780032,133.1989219021242,11.679209812536174,0.2530268954294326,1.3117532210106444,-12.531429203696122,0.9530392,17.671326,0.72769547,0.28996658,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5906.836,4.6861,-1.5854,2620.3125,0.0161,0.0137,0.0075
Gaia DR3 604713287695521664,604713287695521664,133.25287126692706,11.668132356426023,1.0485854701398234,-1.1208341831185242,-1.858549931985345,1.053324,20.248652,1.7135468,0.7530079,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713287695648512,604713287695648512,133.25944078025128,11.659838212656043,,,,,21.306139,0.45493317,-1.1573639,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713287696260352,604713287696260352,133.2542584878605,11.666091251274343,,,,,21.002893,1.8483963,0.45739174,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713322055259520,604713322055259520,133.23245484631775,11.655777979639534,0.9462863126797315,-5.593335998196665,7.734696181166317,1.0470268,17.788223,1.5668964,0.751173,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4316.584,4.6456,0.0066,1191.1399,0.2892,0.2152,0.1139
Gaia DR3 604713326349994496,604713326349994496,133.2256262237966,11.663893130853182,0.6020162975039325,-3.9828153553968493,-0.8125413534519977,1.036605,15.058717,0.7251692,0.28278637,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6091.533,4.3949,-0.1476,1378.2356,0.0761,0.0651,0.035
Gaia DR3 604713356414998784,604713356414998784,133.23726164057862,11.670889803732727,0.7412442182623322,-2.214971831385965,-2.4655130531211737,1.0102208,16.096762,1.0106907,0.4167137,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5187.5605,4.676,-0.5217,937.02,0.1083,0.088,0.0472
Gaia DR3 604713356415713664,604713356415713664,133.2378699171747,11.671364167410792,0.26566197924405976,-3.906576911345138,-17.76574443171219,1.0488387,19.813522,1.764307,0.46150017,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713360709485696,604713360709485696,133.2451937174554,11.666301403568745,,,,,21.085587,0.5668793,0.10309219,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713360709731968,604713360709731968,133.23916148477295,11.675158129282192,-0.6338221882328066,-2.2389310764204793,-2.2921632635494364,1.0394224,19.998552,0.74837685,0.25371552,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713395069469312,604713395069469312,133.2670478236425,11.670763649374006,-0.3808589852826779,-1.3081447713392718,0.23092278222812823,0.9773619,18.647755,0.7948513,0.27799225,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5808.364,4.7176,-1.3392,3793.5122,0.002,0.0017,9.0E-4
Gaia DR3 604713395069694336,604713395069694336,133.26606978865655,11.670947441430902,,,,,21.152529,1.3164196,0.289011,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713425133781632,604713425133781632,133.28077843263205,11.680148448761516,,,,,21.41953,0.9636364,-1.2916126,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713429428962304,604713429428962304,133.27585469054273,11.680228613727229,0.23936225723834484,-0.05692876759348828,-1.864675641005905,1.0688745,20.534895,1.8335476,0.6675873,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713429429431936,604713429429431936,133.27888902526522,11.684689457682689,,,,,21.159962,-2.022585,-3.2047005,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713459494948352,604713459494948352,133.25122970031487,11.684762054189912,1.4098075762564377,-2.3809461492319266,-0.6048274913167373,1.0407226,12.498801,0.7079878,0.27383423,-20.040964,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6034.9775,4.0873,-0.3121,693.131,0.0289,0.0247,0.0133
Gaia DR3 604713463788946176,604713463788946176,133.25253582825115,11.683393830326251,1.4080653985481375,3.767917879308711,2.7098365405653153,1.0730512,10.292144,1.3242235,0.5929241,16.498919,NOT_AVAILABLE,0,true,true,true,false,false,true,true,4664.344,2.6011,0.0499,771.5129,0.2879,0.2221,0.1159
Gaia DR3 604713463788946304,604713463788946304,133.25669941135982,11.675792223101116,0.7831572042346119,3.0188846421412974,-19.686820728852556,1.0011193,15.490542,0.85053825,0.339015,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5596.0537,4.4438,-1.0237,1199.546,0.0328,0.0273,0.0148
Gaia DR3 604713463788946432,604713463788946432,133.25088055400582,11.68123343558752,1.1808788165018222,-11.221132295685909,-3.2454196219720224,1.0419283,14.857042,0.94654083,0.3839903,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5453.0264,4.5931,-0.0558,728.7629,0.1274,0.1047,0.0558
Gaia DR3 604713463788946560,604713463788946560,133.2484562564359,11.678151350650824,1.1351720682894442,-9.194996353148728,-3.9296821747117496,1.9237783,12.453174,0.76896,0.3039856,31.474865,NOT_AVAILABLE,1,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 604713532508215808,604713532508215808,133.22510045117173,11.667259126800538,,,,,20.9099,1.2106171,0.08186722,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713532508424320,604713532508424320,133.22268093086203,11.675153391279355,2.3036928635338154,-45.83771446245481,12.871026375246828,1.0219178,16.06821,1.9284563,0.92017365,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4196.3423,4.6453,0.314,409.2764,0.8116,0.5807,0.3172
Gaia DR3 604713532508424448,604713532508424448,133.2241652879276,11.67118768754245,1.3818849920178804,-11.171210241467469,-3.179259327179836,1.0693272,18.505934,2.2196426,1.1919804,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3506.2642,4.4957,-1.2588,477.0806,0.4544,0.3091,0.1774
Gaia DR3 604713532508628352,604713532508628352,133.21343717933416,11.67257183057667,,,,,21.550793,1.733635,-1.4087029,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713532510015616,604713532510015616,133.22439014322035,11.66967468233325,2.273393266126721,-22.04044673862571,3.1894191984923594,1.0548548,19.151583,2.8907719,1.7026386,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713596933168000,604713596933168000,133.20582402767184,11.67758721917023,0.6213552076946116,-5.196584688233697,1.1058414579862381,1.0491652,18.260288,1.5841713,0.7469368,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4089.2107,4.7127,-0.2585,1181.2911,0.0154,0.0112,0.0061
Gaia DR3 604713601227901312,604713601227901312,133.21210754309513,11.687466785066063,0.8878253180851334,1.3009637405790286,-6.590184647737069,0.9865875,14.473397,0.7953377,0.31630993,-2.9946694,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5715.084,4.3387,-0.2748,1017.5494,0.0017,0.0015,8.0E-4
Gaia DR3 604713669947377024,604713669947377024,133.23984942780012,11.683979802593408,1.2365046662721901,-10.92175308908688,-2.5956410078205625,0.9967847,17.586082,1.8979053,0.95336914,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3892.741,4.6323,-0.343,711.5322,0.4119,0.2917,0.1608
Gaia DR3 604713700012025088,604713700012025088,133.25329488825102,11.70846482484084,1.469792269549235,-0.009313995772086248,-2.125933281567913,0.9490323,20.670885,1.546957,0.58044815,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604713738666938240,604713738666938240,133.23288645022578,11.70333667580074,0.8572694264113677,-6.801637594821338,-2.894741305479228,0.94470626,13.619781,0.704649,0.2710352,40.331905,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 604896803057903232,604896803057903232,132.88137201339757,11.616982485661488,,,,,21.138096,1.5797863,-1.2288685,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604925910052156160,604925910052156160,133.29582337901047,11.81712960417969,,,,,21.4827,1.6805134,-0.70228195,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604735793323776000,604735793323776000,133.31958983344282,11.653330820706152,-0.2072440011002072,-11.85550736501977,-2.486466170966483,1.1523751,20.768255,1.52812,0.30109787,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604735862042930432,604735862042930432,133.32306481745584,11.661034313620819,0.8972386482195184,-12.705896535999194,-11.894469775823842,1.0436697,17.211784,1.5642014,0.73950577,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4493.3525,4.6367,0.4831,1049.2651,0.4251,0.318,0.1667
Gaia DR3 604735862044499200,604735862044499200,133.32777412061793,11.664183027609772,-1.3539327795761904,-4.912541078542397,-1.2597749718840996,1.0093045,20.857492,1.341919,0.27012825,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604735866338214656,604735866338214656,133.31518206651205,11.66094603158544,2.7343106386169485,-47.67242446326448,-35.385062366032464,1.005737,20.799202,2.2611294,0.864481,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604735866339952384,604735866339952384,133.31708674024665,11.661957403940834,0.5550363820958322,-4.5846610401605,1.8017326491685381,1.0392797,17.789116,1.255436,0.55789185,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4551.4844,4.6901,-0.5844,1379.3369,0.0115,0.0089,0.0047
Gaia DR3 604736068201363584,604736068201363584,133.3142251602316,11.670340701480388,,,,,21.588585,1.2958488,-1.5171299,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604736072496791168,604736072496791168,133.30117686060072,11.674563056956952,1.18105412492831,-10.844248409048802,-2.91866324706647,1.0073693,14.501789,0.8688345,0.35257912,35.850296,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5615.9688,4.4425,-0.2592,762.0618,0.022,0.0182,0.0097
Gaia DR3 604736136920843648,604736136920843648,133.29396080729896,11.685042440574565,1.0723873246776339,-10.135066775119792,-2.5365012982771313,0.98902464,19.506706,2.3551369,1.1708851,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604736171280584576,604736171280584576,133.30973619082468,11.694783743405212,3.2313006321243054,33.75143116620477,-33.02369354487673,1.0349637,19.402931,2.6590538,1.5085526,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604736171280584960,604736171280584960,133.31183394142494,11.695606926967857,0.8434959926393272,0.8769555169386627,-0.027873805680410688,1.5144211,19.717882,1.4704647,-0.46897125,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604736205640322176,604736205640322176,133.32562981434356,11.691372967548455,1.1046854212091035,0.6040436224705296,-1.1292014553292613,1.0251689,17.760021,1.7042084,0.8365841,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4309.341,4.6528,0.0196,1041.1414,0.4905,0.359,0.192
Gaia DR3 604736240000061952,604736240000061952,133.33694266216423,11.697833285986436,1.16903495882973,1.1430638664887893,-7.8782515088129275,1.0203143,19.959621,2.0784302,1.0483055,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604736274359800448,604736274359800448,133.32405971454097,11.697880502221395,0.28616507597129476,-2.9312179942932435,2.063624449247137,0.99296784,19.252874,1.8129559,0.8904362,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604736274359801600,604736274359801600,133.32401755163562,11.702781465200054,1.679321586077405,-16.846373228348533,6.952510559364185,1.0327,19.148968,2.8366947,1.6770096,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604736274359802752,604736274359802752,133.31536993679396,11.706129723463336,0.8887241425946405,-4.962372463906156,-4.632594384892793,0.99686116,18.875368,2.3060246,1.2464333,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3566.704,4.8847,-0.6822,535.4845,0.3885,0.264,0.1556
